Company,Valuation ($B),Date Joined,Year Joined,Month Joined,Day Joined,Industry,City,Country,Continent,Years to Unicorn,Year Founded,Funding ($B),Investor 1,Investor 2,Investor 3,Investor 4,Investors
Vectra Networks,1,4/29/21,2021,04,29,Artificial intelligence,San Jose,United States,North America,10,2011,0.352,IA Ventures, Khosla Ventures, AME Cloud Ventures,,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
Venafi,1,12/10/20,2020,12,10,Cybersecurity,Salt Lake City,United States,North America,20,2000,0.174,Pelion Venture Partners, Foundation Capital, Thoma Bravo,,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Wacai,1,7/18/18,2018,07,18,Mobile & telecommunications,Hangzhou,China,Asia,9,2009,0.369,Qiming Venture Partners, China Broadband Capital, CDH Investments,,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
WeBull,1,2/18/21,2021,02,18,Fintech,Changsha,China,Asia,5,2016,0.23,Bojiang Capital, Hongdao Capital, Mobai Capital,,"Bojiang Capital, Hongdao Capital, Mobai Capital"
WTOIP,1,4/8/18,2018,04,08,Internet software & services,Guangzhou,China,Asia,5,2013,0.307,Dark Horse Technology Group, Hopu Investment Management, Kefa Capital,,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
Xiaobing,1,7/12/21,2021,07,12,Fintech,Beijing,China,Asia,1,2020,0.557,NetEase Capital, Northern Light Venture Capital, Microsoft,,"NetEase Capital, Northern Light Venture Capital, Microsoft"
Xiaoe Tech,1,6/15/21,2021,06,15,Internet software & services,Shenzhen,China,Asia,6,2015,0.149,GGV Capital, Hillhouse Capital Management, IDG Capital,,"GGV Capital, Hillhouse Capital Management, IDG Capital"
Yiguo,1,11/9/16,2016,11,09,"Supply chain, logistics, & delivery",Shanghai,China,Asia,11,2005,0.8,Alibaba Group, KKR, Goldman Sachs,,"Alibaba Group, KKR, Goldman Sachs"
Yimidida,1,1/14/19,2019,01,14,"Supply chain, logistics, & delivery",Shanghai,China,Asia,4,2015,0.554,Source Code Capital, Global Logistic Properties, K2VC,,"Source Code Capital, Global Logistic Properties, K2VC"
Yipin Shengxian,1,3/11/19,2019,03,11,E-commerce & direct-to-consumer,Hefei,China,Asia,2,2017,0.658,Eastern Bell Capital, Capital Today, Longzhu Capital,,"Eastern Bell Capital, Capital Today, Longzhu Capital"
Ynsect,1,2/21/19,2019,02,21,Other,Evry,France,Europe,8,2011,0.393,Astanor Ventures, Upfront Ventures, IDInvest Partners,,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
Hello TransTech,1,6/1/18,2018,06,01,Auto & transportation,Shanghai,China,Asia,2,2016,2,Ant Financial Services Group, GGV Capital,,,"Ant Financial Services Group, GGV Capital"
Miaoshou Doctor,1,6/27/19,2019,06,27,E-commerce & direct-to-consumer,Beijing,China,Asia,4,2015,0.947,Sequoia Capital China, Qiming Venture Partners, Tencent Holdings,,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
ECARX,1,10/26/20,2020,10,26,Auto & transportation,Wuhan,China,Asia,4,2016,0.394,Geely, SIG Asia Investments, China State Capital Venture Capital Fund,,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
Eat Just,1,11/30/17,2017,11,30,Consumer & retail,San Francisco,United States,North America,6,2011,0.44,Khosla Ventures, Horizons Ventures, Founders Fund,,"Khosla Ventures, Horizons Ventures, Founders Fund"
Trumid,1,7/15/20,2020,07,15,Fintech,New York,United States,North America,6,2014,0.66,T. Rowe Price, Dragoneer Investment Group, BlackRock,,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
Qualia,1,12/21/20,2020,12,21,Fintech,San Francisco,United States,North America,5,2015,0.16,8VC, Menlo Ventures, Tiger Global Management,,"8VC, Menlo Ventures, Tiger Global Management"
Beisen,1,5/11/21,2021,05,11,Internet software & services,Beijing,China,Asia,19,2002,0.388,Matrix Partners China, Sequoia Capital China, Genesis Capital,,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
Earnix,1,2/21/21,2021,02,21,Fintech,Giv'atayim,Israel,Asia,20,2001,0.098,Jerusalem Venture Partners, Israel Growth Partners, Insight Partners,,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
Kujiale,1,10/25/19,2019,10,25,Internet software & services,Hangzhou,China,Asia,8,2011,0.235,GGV Capital, IDG Capital, Linear Venture,,"GGV Capital, IDG Capital, Linear Venture"
Orca Security,1,3/23/21,2021,03,23,Cybersecurity,Portland,United States,North America,2,2019,0.632,YL Ventures, Redpoint Ventures, GGV Capital,,"YL Ventures, Redpoint Ventures, GGV Capital"
Apus Group,1,1/16/15,2015,01,16,Mobile & telecommunications,Beijing,China,Asia,1,2014,0.116,Redpoint Ventures, QiMing Venture Partners, Chengwei Capital,,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
Forte Labs,1,5/12/21,2021,05,12,Fintech,San Francisco,United States,North America,3,2018,0.91,Iris Capital, Accel, Elaia Partners,,"Iris Capital, Accel, Elaia Partners"
CureFit,1,11/10/21,2021,11,10,Health,Bengaluru,India,Asia,5,2016,0.665,Chiratae Ventures, Accel, Kalaari Capital,,"Chiratae Ventures, Accel, Kalaari Capital"
DT Dream,1,6/8/17,2017,06,08,Data management & analytics,Hangzhou,China,Asia,2,2015,0.267,Alibaba Group, China Everbright Investment Management, Yinxinggu Capital,,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
fabric,1,2/24/22,2022,02,24,E-commerce & direct-to-consumer,Bellevue,United States,North America,5,2017,0.294,Redpoint Ventures, Norwest Venture Partners, Sierra Ventures,,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
JOLLY Information Technology,1,5/29/18,2018,05,29,E-commerce & direct-to-consumer,Hangzhou,China,Asia,10,2008,0.096,Legend Capital, CDH Investments, Sequoia Capital China,,"Legend Capital, CDH Investments, Sequoia Capital China"
K Health,1,1/19/21,2021,01,19,Health,New York,United States,North America,5,2016,0.271,Max Ventures, Mangrove Capital Partners, 14W,,"Max Ventures, Mangrove Capital Partners, 14W"
Mofang Living,1,4/13/16,2016,04,13,E-commerce & direct-to-consumer,Shanghai,China,Asia,7,2009,0.65,Warburg Pincus, Aviation Industry Corporation of China,,,"Warburg Pincus, Aviation Industry Corporation of China"
Spendesk,1,1/18/22,2022,01,18,Fintech,Paris,France,Europe,7,2015,0.314,Index Ventures, Eight Roads Ventures, General Atlantic,,"Index Ventures, Eight Roads Ventures, General Atlantic"
TaxBit,1,8/4/21,2021,08,04,Fintech,Draper,United States,North America,3,2018,0.236,Insight Partners, Coinbase Ventures, PayPal Ventures,,"Insight Partners, Coinbase Ventures, PayPal Ventures"
XiaoZhu,1,11/1/17,2017,11,01,Travel,Beijing,China,Asia,5,2012,0.572,Morningside Ventures, Capital Today, JOY Capital,,"Morningside Ventures, Capital Today, JOY Capital"
Yijiupi,1,9/20/18,2018,09,20,Consumer & retail,Beijing,China,Asia,4,2014,0.511,Source Code Capital, Meituan Dianping, Tencent Holdings,,"Source Code Capital, Meituan Dianping, Tencent Holdings"
YunQuNa,1,6/29/21,2021,06,29,"Supply chain, logistics, & delivery",Shanghai,China,Asia,6,2015,0.207,Source Code Capital, Coatue Management, DCM Ventures,,"Source Code Capital, Coatue Management, DCM Ventures"
Bordrin Motors,1,6/3/19,2019,06,03,Auto & transportation,Shanghai,China,Asia,3,2016,0.362,China Grand Prosperity Investment, CSC Group,,,"China Grand Prosperity Investment, CSC Group"
Aleo,1,2/7/22,2022,02,07,Cybersecurity,San Francisco,United States,North America,3,2019,0.228,Slow Ventures, Andreessen Horowitz, SoftBank Group,,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
Coocaa,1,3/16/18,2018,03,16,Hardware,Shenzhen,China,Asia,12,2006,0.218,Baidu, Tencent Holdings,,,"Baidu, Tencent Holdings"
Gymshark,1,8/14/20,2020,08,14,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,8,2012,0.262,General Atlantic,,,,General Atlantic
M1 Finance,1,7/14/21,2021,07,14,Fintech,Chicago,United States,North America,6,2015,0.323,Left Lane Capital, Clocktower Technology Ventures, Jump Capital,,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
Ouyeel,1,6/27/19,2019,06,27,Internet software & services,Shanghai,China,Asia,4,2015,0.432,Taigang Venture Capital,,,,Taigang Venture Capital
SonderMind,1,7/28/21,2021,07,28,Health,Denver,United States,North America,7,2014,0.183,Kickstart Fund, General Catalyst, Drive Capital,,"Kickstart Fund, General Catalyst, Drive Capital"
Astranis Space Technologies,1,4/14/21,2021,04,14,Mobile & telecommunications,San Francisco,United States,North America,6,2015,0.303,Refactor Capital, Andreessen Horowitz, Fifty Years Fund,,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
Away,1,5/15/19,2019,05,15,E-commerce & direct-to-consumer,New York,United States,North America,4,2015,0.181,Global Founders Capital, Comcast Ventures, Forerunner Ventures,,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
Cabify,1,1/22/18,2018,01,22,Auto & transportation,Madrid,Spain,Europe,7,2011,0.407,Seaya Ventures, Otter Rock Capital, Rakuten,,"Seaya Ventures, Otter Rock Capital, Rakuten"
Clarify Health,1,4/5/22,2022,04,05,Health,San Francisco,United States,North America,7,2015,0.328,KKR, Aspenwood Ventures, Spark Capital,,"KKR, Aspenwood Ventures, Spark Capital"
Coda,1,7/8/21,2021,07,08,Internet software & services,Mountain View,United States,North America,7,2014,0.24,Greylock Partners, General Catalyst, Khosla Ventures,,"Greylock Partners, General Catalyst, Khosla Ventures"
Deezer,1,8/2/18,2018,08,02,Internet software & services,Paris,France,Europe,11,2007,0.532,Orange Digital Ventures, Access Industries,,,"Orange Digital Ventures, Access Industries"
Degreed,1,4/13/21,2021,04,13,Edtech,Pleasanton,United States,North America,9,2012,0.318,Signal Peak Ventures, Owl Ventures, Jump Capital,,"Signal Peak Ventures, Owl Ventures, Jump Capital"
Deliverect,1,1/24/22,2022,01,24,Fintech,Ghent,Belgium,Europe,4,2018,0.237,Newion Partners, SmartFin Capital, OMERS Ventures,,"Newion Partners, SmartFin Capital, OMERS Ventures"
Envoy,1,1/11/22,2022,01,11,Internet software & services,San Francisco,United States,North America,9,2013,0.17,Andreessen Horowitz, Initialized Capital, TriplePoint Capital,,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
Epidemic Sound,1,3/11/21,2021,03,11,Internet software & services,Stockholm,Sweden,Europe,12,2009,0.509,EQT Partners, Blackstone,,,"EQT Partners, Blackstone"
Figment,1,12/20/21,2021,12,20,Internet software & services,Toronto,Canada,North America,3,2018,0.165,Bonfire Ventures, Two Sigma Ventures, FJ Labs,,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
Firebolt,1,1/26/22,2022,01,26,Data management & analytics,Tel Aviv,Israel,Asia,3,2019,0.264,TLV Partners, Zeev Ventures, Bessemer Venture Partners,,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
Five Star Business Finance,1,3/26/21,2021,03,26,Other,Chennai,India,Asia,37,1984,0.456,Sequoia Capital India, Tiger Global Management, Tencent,,"Sequoia Capital India, Tiger Global Management, Tencent"
GupShup,1,4/8/21,2021,04,08,Internet software & services,San Francisco,United States,North America,10,2011,0.384,Helion Venture Partners, Tiger Global management, CRV,,"Helion Venture Partners, Tiger Global management, CRV"
Kong,1,12/31/20,2020,12,31,Internet software & services,San Francisco,United States,North America,13,2007,0.169,New Enterprise Associates, CRV, Index Ventures,,"New Enterprise Associates, CRV, Index Ventures"
Koudai,1,10/23/14,2014,10,23,E-commerce & direct-to-consumer,Beijing,China,Asia,4,2010,0.368,New Enterprise Associates, Tiger Global management, Tencent,,"New Enterprise Associates, Tiger Global management, Tencent"
Panther Labs,1,12/2/21,2021,12,02,Cybersecurity,San Francisco,United States,North America,3,2018,0.141,Innovation Endeavors, s28 Capital, Lightspeed Venture Partners,,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
Papa,1,11/4/21,2021,11,04,Health,Miami,United States,North America,5,2016,0.241,Initialized Capital, Canaan Partners, Sound Ventures,,"Initialized Capital, Canaan Partners, Sound Ventures"
Pristyn Care,1,12/7/21,2021,12,07,Health,Gurugram,India,Asia,3,2018,0.177,Sequoia Capital India, Hummingbird Ventures, Epiq Capital,,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
Rebel Foods,1,10/7/21,2021,10,07,E-commerce & direct-to-consumer,Pune,India,Asia,10,2011,0.521,Sequoia Capital India, Lightbox Ventures, Coatue Management,,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
Salt Security,1,2/10/22,2022,02,10,Cybersecurity,Palo Alto,United States,North America,6,2016,0.271,Y Combinator, S Capital, Tenaya Capital,,"Y Combinator, S Capital, Tenaya Capital"
Scalable Capital,1,6/8/21,2021,06,08,Fintech,Munich,Germany,Europe,7,2014,0.314,BlackRock, Tengelmann Ventures, Holtzbrinck Ventures,,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
SparkCognition,1,1/25/22,2022,01,25,Artificial intelligence,Austin,United States,North America,9,2013,0.286,March Capital Partners, Temasek, Doha Venture Capital,,"March Capital Partners, Temasek, Doha Venture Capital"
Stash,1,2/3/21,2021,02,03,Fintech,New York,United States,North America,6,2015,0.426,Goodwater Capital, Entree Capital, Valar Ventures,,"Goodwater Capital, Entree Capital, Valar Ventures"
Symphony,1,5/16/17,2017,05,16,Fintech,New York,United States,North America,3,2014,0.511,BNP Paribas, Goldman Sachs, Google,,"BNP Paribas, Goldman Sachs, Google"
Tripledot,1,2/14/22,2022,02,14,Mobile & telecommunications,London,United Kingdom,Europe,5,2017,0.202,Lightspeed Venture Partners, Access Industries, Eldridge,,"Lightspeed Venture Partners, Access Industries, Eldridge"
VideoAmp,1,10/21/21,2021,10,21,Internet software & services,Los Angeles,United States,North America,7,2014,0.382,Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners,,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
Yidian Zixun,1,10/17/17,2017,10,17,Mobile & telecommunications,Beijing,China,Asia,-4,2021,0.151,Phoenix New Media, Tianjin Haihe Industry Fund,,,"Phoenix New Media, Tianjin Haihe Industry Fund"
Yotpo,1,3/18/21,2021,03,18,Internet software & services,New York,United States,North America,10,2011,0.436,Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital,,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Neon,1,2/14/22,2022,02,14,Fintech,Sao Paulo,Brazil,South America,6,2016,0.72,Propel Venture Partners, Monashees+, BBVA,,"Propel Venture Partners, Monashees+, BBVA"
Veepee,1,7/2/07,2007,07,02,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,6,2001,0.557,Summit Partners, Qatar Holding,,,"Summit Partners, Qatar Holding"
Alloy,1,9/30/21,2021,09,30,Fintech,New York,United States,North America,6,2015,0.156,Bessemer Venture Partners, Eniac Ventures, Canapi Ventures,,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
Epirus,1,2/14/22,2022,02,14,Other,Hawthorne,United States,North America,4,2018,0.287,8VC, Bedrock Capital, Broom Ventures,,"8VC, Bedrock Capital, Broom Ventures"
Klook,1,8/7/18,2018,08,07,Travel,Central,Hong Kong,Asia,4,2014,0.722,Sequoia Capital China, Goldman Sachs, Matrix Partners China,,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
Yaoshibang,1,6/15/21,2021,06,15,Health,Guangzhou,China,Asia,6,2015,0.496,Green Pine Capital Partners, Ivy Capital, DCM Ventures,,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Signifyd,1,4/15/21,2021,04,15,Fintech,San Jose,United States,North America,10,2011,0.39,Menlo Ventures, Resolute Ventures, IA Ventures,,"Menlo Ventures, Resolute Ventures, IA Ventures"
Motorway,1,11/29/21,2021,11,29,E-commerce & direct-to-consumer,London,United Kingdom,Europe,4,2017,0.276,Marchmont Ventures, BMW i Ventures, Index Ventures,,"Marchmont Ventures, BMW i Ventures, Index Ventures"
RIDI,1,1/24/22,2022,01,24,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,14,2008,0.178,Atinum Investment, Company K Partners, GIC,,"Atinum Investment, Company K Partners, GIC"
Athletic Greens,1,1/25/22,2022,01,25,Health,New York,United States,North America,12,2010,0.115,SC.Holdings, Not Boring Capital, Bolt Ventures,,"SC.Holdings, Not Boring Capital, Bolt Ventures"
GPclub,1,10/22/18,2018,10,22,Other,Seoul,South Korea,Asia,15,2003,0.067,Goldman Sachs,,,,Goldman Sachs
Grove Collaborative,1,9/6/19,2019,09,06,E-commerce & direct-to-consumer,San Francisco,United States,North America,3,2016,0.475,MHS Capital, NextView Ventures, Mayfield Fund,,"MHS Capital, NextView Ventures, Mayfield Fund"
Tongdun Technology,1,4/25/19,2019,04,25,Cybersecurity,Hangzhou,China,Asia,6,2013,0.252,Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.,,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
Unisound,1,7/19/18,2018,07,19,Artificial intelligence,Beijing,China,Asia,6,2012,0.361,Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures,,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
Betterment,1,9/29/21,2021,09,29,Fintech,New York,United States,North America,11,2010,0.335,Bessemer Venture Partners, Menlo Ventures, Anthermis,,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
Cava Group,1,4/27/21,2021,04,27,Other,Washington,United States,North America,11,2010,0.738,SWaN & Legend Ventures, Revolution Growth, Invus Group,,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
CoinTracker,1,1/27/22,2022,01,27,Fintech,San Francisco,United States,North America,5,2017,0.102,Initialized Capital, General Catalyst, Kraken Ventures,,"Initialized Capital, General Catalyst, Kraken Ventures"
DistroKid,1,8/16/21,2021,08,16,Internet software & services,New York,United States,North America,8,2013,0.557,Insight Partners, Silversmith Capital Partners, Spotify,,"Insight Partners, Silversmith Capital Partners, Spotify"
Domestika,1,1/27/22,2022,01,27,Internet software & services,Berkeley,United States,North America,10,2012,0.13,Zeev Ventures, GSV Ventures,,,"Zeev Ventures, GSV Ventures"
Flock Freight,1,10/20/21,2021,10,20,"Supply chain, logistics, & delivery",Encinitas,United States,North America,6,2015,0.399,SignalFire, GLP Capital Partners, Google Ventures,,"SignalFire, GLP Capital Partners, Google Ventures"
InSightec,1,3/6/20,2020,03,06,Health,Tirat Carmel,Israel,Asia,21,1999,0.633,York Capital Management, GE Healthcare, Koch Disruptive Technologies,,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
